layer,head,msa_entropy,masri_entropy,msa_bos_attn,masri_bos_attn,entropy_diff,bos_attn_diff,prompt_id,category
3,11,1.0624678134918213,0.9451528191566467,0.5321006178855896,0.6470464468002319,-0.11731499433517456,0.11494582891464233,p01,pronoun
4,0,0.6401819586753845,0.11309128254652023,0.7238432765007019,0.9761688709259033,-0.5270906761288643,0.2523255944252014,p01,pronoun
4,1,0.5147731900215149,0.09109465777873993,0.7649792432785034,0.9849880337715149,-0.42367853224277496,0.22000879049301147,p01,pronoun
4,2,0.5648171305656433,0.17776845395565033,0.7151647210121155,0.9671158790588379,-0.387048676609993,0.2519511580467224,p01,pronoun
4,3,0.6385564804077148,0.31676679849624634,0.6818679571151733,0.9165524244308472,-0.3217896819114685,0.23468446731567383,p01,pronoun
4,4,1.0897877216339111,0.8121890425682068,0.4493187367916107,0.6884921193122864,-0.27759867906570435,0.23917338252067566,p01,pronoun
4,5,0.7313251495361328,0.5113586783409119,0.6208028793334961,0.8665148615837097,-0.21996647119522095,0.24571198225021362,p01,pronoun
4,6,0.5449911952018738,0.06081177294254303,0.7608672976493835,0.9858161807060242,-0.48417942225933075,0.22494888305664062,p01,pronoun
4,7,0.5350732207298279,0.2696280777454376,0.7277020215988159,0.9447206258773804,-0.26544514298439026,0.21701860427856445,p01,pronoun
4,8,0.7510334849357605,0.10085660219192505,0.6324986219406128,0.9810972213745117,-0.6501768827438354,0.3485985994338989,p01,pronoun
4,9,0.9341115355491638,0.7512636780738831,0.5745620131492615,0.7027111053466797,-0.18284785747528076,0.1281490921974182,p01,pronoun
4,10,0.4733518660068512,0.03401273116469383,0.7817087173461914,0.9912664890289307,-0.43933913484215736,0.20955777168273926,p01,pronoun
4,11,0.5185537934303284,0.024532679468393326,0.7774118185043335,0.9961415529251099,-0.49402111396193504,0.21872973442077637,p01,pronoun
5,0,0.6101226806640625,0.3353358805179596,0.744572103023529,0.9258148074150085,-0.2747868001461029,0.1812427043914795,p01,pronoun
5,1,0.5126186013221741,0.16027773916721344,0.7512355446815491,0.9668536186218262,-0.35234086215496063,0.2156180739402771,p01,pronoun
5,2,0.5115109086036682,0.1318368911743164,0.7982798218727112,0.9728249311447144,-0.3796740174293518,0.17454510927200317,p01,pronoun
5,3,0.6071934103965759,0.3823707699775696,0.7288164496421814,0.9092538952827454,-0.22482264041900635,0.18043744564056396,p01,pronoun
5,4,0.44423824548721313,0.06966832280158997,0.8172856569290161,0.9887232780456543,-0.37456992268562317,0.17143762111663818,p01,pronoun
5,5,0.7048408389091492,0.37831366062164307,0.6884199380874634,0.9107019901275635,-0.3265271782875061,0.2222820520401001,p01,pronoun
5,6,0.2465723752975464,0.00952992495149374,0.919899046421051,0.9984004497528076,-0.23704245034605265,0.07850140333175659,p01,pronoun
5,7,0.43770870566368103,0.12986594438552856,0.8225849866867065,0.9766439199447632,-0.30784276127815247,0.15405893325805664,p01,pronoun
5,8,0.7398027181625366,0.7873615026473999,0.6630687713623047,0.7326829433441162,0.04755878448486328,0.06961417198181152,p01,pronoun
5,9,0.4761662185192108,0.11112512648105621,0.8102688789367676,0.9796000719070435,-0.3650410920381546,0.16933119297027588,p01,pronoun
5,10,0.5084074139595032,0.183724507689476,0.7791077494621277,0.9635011553764343,-0.32468290627002716,0.18439340591430664,p01,pronoun
5,11,0.5562894344329834,0.4973672032356262,0.7323464155197144,0.8710681200027466,-0.05892223119735718,0.13872170448303223,p01,pronoun
6,0,1.071286916732788,0.861024022102356,0.5076746344566345,0.3825302720069885,-0.21026289463043213,-0.125144362449646,p01,pronoun
6,1,0.522269070148468,0.41530540585517883,0.7939448952674866,0.8797623515129089,-0.10696366429328918,0.08581745624542236,p01,pronoun
6,2,0.3866567313671112,0.1034236028790474,0.8540312051773071,0.9820162057876587,-0.2832331284880638,0.12798500061035156,p01,pronoun
6,3,0.21840742230415344,0.10959172993898392,0.9321902394294739,0.9740617871284485,-0.10881569236516953,0.04187154769897461,p01,pronoun
6,4,0.5594098567962646,0.5963159799575806,0.774574875831604,0.7782841324806213,0.03690612316131592,0.003709256649017334,p01,pronoun
6,5,0.460586816072464,0.2742742896080017,0.8036791086196899,0.9392839670181274,-0.18631252646446228,0.1356048583984375,p01,pronoun
6,6,0.21021148562431335,0.027449574321508408,0.9313836693763733,0.9948804378509521,-0.18276191130280495,0.06349676847457886,p01,pronoun
6,7,0.4551456868648529,0.2073550820350647,0.812288761138916,0.9576030969619751,-0.2477906048297882,0.14531433582305908,p01,pronoun
6,8,0.4988766312599182,0.4202335476875305,0.7955112457275391,0.8904972076416016,-0.0786430835723877,0.0949859619140625,p01,pronoun
6,9,0.40341615676879883,0.21034687757492065,0.8371134400367737,0.949843168258667,-0.19306927919387817,0.11272972822189331,p01,pronoun
6,10,0.3767354190349579,0.041377585381269455,0.859123170375824,0.9935136437416077,-0.33535783365368843,0.1343904733657837,p01,pronoun
6,11,0.37656086683273315,0.174905925989151,0.8671556115150452,0.9614830613136292,-0.20165494084358215,0.09432744979858398,p01,pronoun
7,0,0.01582230255007744,7.071339069852911e-09,0.9967230558395386,1.0,-0.01582229547873837,0.0032769441604614258,p01,pronoun
7,1,0.14289940893650055,0.3049684464931488,0.9529151320457458,0.7776426076889038,0.16206903755664825,-0.17527252435684204,p01,pronoun
7,2,0.004938430152833462,4.611156291869922e-13,0.8579411506652832,1.0,-0.004938430152372346,0.1420588493347168,p01,pronoun
7,3,0.7168669104576111,0.7877373695373535,0.505825400352478,0.5264192819595337,0.07087045907974243,0.020593881607055664,p01,pronoun
7,4,0.4409938454627991,0.2209703028202057,0.8270096182823181,0.9543136358261108,-0.22002354264259338,0.12730401754379272,p01,pronoun
7,5,0.2547377645969391,0.047027409076690674,0.9119947552680969,0.9920727014541626,-0.2077103555202484,0.08007794618606567,p01,pronoun
7,6,0.26446497440338135,0.08735493570566177,0.9102304577827454,0.9813792705535889,-0.17711003869771957,0.0711488127708435,p01,pronoun
7,7,0.8726118803024292,0.6704476475715637,0.5353708863258362,0.5084998607635498,-0.20216423273086548,-0.026871025562286377,p01,pronoun
7,8,0.5737478137016296,0.40384626388549805,0.79340660572052,0.9008277654647827,-0.1699015498161316,0.1074211597442627,p01,pronoun
7,9,0.6734368205070496,0.5940672159194946,0.7246733903884888,0.8179641962051392,-0.07936960458755493,0.09329080581665039,p01,pronoun
7,10,0.2542646527290344,0.34767231345176697,0.9166547656059265,0.8401003479957581,0.09340766072273254,-0.07655441761016846,p01,pronoun
7,11,0.36431685090065,0.13039332628250122,0.8668113946914673,0.9753280878067017,-0.2339235246181488,0.10851669311523438,p01,pronoun
8,0,1.1155525925232723e-07,2.3588713447819654e-12,1.0,0.625,-1.1155290038098245e-07,-0.375,p01,pronoun
8,1,0.07800102233886719,0.01867680251598358,0.5562860369682312,0.3769381642341614,-0.059324219822883606,-0.17934787273406982,p01,pronoun
8,2,0.4048428237438202,0.15070268511772156,0.7893309593200684,0.9615308046340942,-0.25414013862609863,0.17219984531402588,p01,pronoun
8,3,0.05731543153524399,0.00227925693616271,0.9803128242492676,0.6253034472465515,-0.05503617459908128,-0.35500937700271606,p01,pronoun
8,4,2.4004958731893566e-07,7.987595307401563e-11,0.1428571492433548,0.125,-2.3996971136586165e-07,-0.017857149243354797,p01,pronoun
8,5,0.0007113842875696719,5.912281153541699e-07,0.9999216794967651,1.0,-0.0007107930594543177,7.832050323486328e-05,p01,pronoun
8,6,0.21208809316158295,0.04775979369878769,0.939688503742218,0.9906280636787415,-0.16432829946279526,0.05093955993652344,p01,pronoun
8,7,0.15523743629455566,0.043492093682289124,0.9594897031784058,0.9905980229377747,-0.11174534261226654,0.031108319759368896,p01,pronoun
8,8,1.3170897545933258e-05,2.1881051658068085e-12,0.9999990463256836,1.0,-1.3170895357828092e-05,9.5367431640625e-07,p01,pronoun
8,9,0.17574642598628998,0.003908434882760048,0.9496570229530334,0.9995522499084473,-0.17183799110352993,0.04989522695541382,p01,pronoun
8,10,0.07759549468755722,0.003867958439514041,0.9818128943443298,0.9994991421699524,-0.07372753624804318,0.01768624782562256,p01,pronoun
8,11,2.1331033070257397e-26,5.278648074202863e-10,0.2857142984867096,0.375,5.278648074202863e-10,0.0892857015132904,p01,pronoun
9,0,1.3380558812059462e-06,0.003971552476286888,0.8571428656578064,0.6249997615814209,0.003970214420405682,-0.2321431040763855,p01,pronoun
9,1,0.016694115474820137,3.2473458304593805e-06,0.9967362284660339,0.9999997615814209,-0.016690868128989678,0.003263533115386963,p01,pronoun
9,2,1.733867804887268e-07,5.902976675173366e-14,1.0,1.0,-1.7338672145896005e-07,0.0,p01,pronoun
9,3,0.054173581302165985,0.01450246199965477,0.9887495040893555,0.9969656467437744,-0.039671119302511215,0.008216142654418945,p01,pronoun
9,4,2.3264813080459135e-06,0.003853234928101301,0.9999998211860657,0.8756096363067627,0.0038509084467932553,-0.12439018487930298,p01,pronoun
9,5,6.88682472790864e-26,2.054955302810413e-06,0.2857142984867096,0.25,2.054955302810413e-06,-0.035714298486709595,p01,pronoun
9,6,2.498716566989856e-09,4.304416032456645e-15,1.0,1.0,-2.4987122625738234e-09,0.0,p01,pronoun
9,7,0.3152748644351959,0.39464515447616577,0.9127908945083618,0.8380916118621826,0.07937029004096985,-0.0746992826461792,p01,pronoun
9,8,8.320578115394994e-10,3.915652543359608e-26,1.0,1.0,-8.320578115394994e-10,0.0,p01,pronoun
9,9,3.3076476670459987e-13,1.2370479370087458e-32,1.0,1.0,-3.3076476670459987e-13,0.0,p01,pronoun
9,10,0.17704364657402039,0.0026311646215617657,0.9103606939315796,0.9996471405029297,-0.17441248195245862,0.0892864465713501,p01,pronoun
9,11,0.0005102674476802349,9.379570542478177e-07,0.9999421238899231,0.6250000596046448,-0.0005093294906259871,-0.3749420642852783,p01,pronoun
10,0,0.02525600977241993,0.12347283214330673,0.9955610632896423,0.9484571218490601,0.0982168223708868,-0.047103941440582275,p01,pronoun
10,1,0.015583151951432228,4.982996870239731e-06,0.997195303440094,0.9999996423721313,-0.015578168954561988,0.0028043389320373535,p01,pronoun
10,2,0.03051750361919403,8.435950803686865e-06,0.9947068095207214,0.9999994039535522,-0.030509067668390344,0.0052925944328308105,p01,pronoun
10,3,4.585834208030437e-13,1.5251356287416731e-16,1.0,1.0,-4.584309072401695e-13,0.0,p01,pronoun
10,4,0.050397612154483795,4.8374054131272715e-06,0.8701329231262207,0.625,-0.05039277474907067,-0.2451329231262207,p01,pronoun
10,5,2.2104043040371835e-08,5.598534244199982e-06,1.0,0.9999996423721313,5.57643020115961e-06,-3.5762786865234375e-07,p01,pronoun
10,6,2.305406532343568e-08,2.499551401361627e-13,1.0,1.0,-2.3053815368295543e-08,0.0,p01,pronoun
10,7,2.555237870183191e-07,2.2345397155731916e-05,1.0,0.999998152256012,2.2089873368713597e-05,-1.8477439880371094e-06,p01,pronoun
10,8,9.418876345534954e-09,8.386758025593342e-16,1.0,1.0,-9.418875506859152e-09,0.0,p01,pronoun
10,9,0.3720957338809967,0.2535021901130676,0.7835687398910522,0.6820594072341919,-0.11859354376792908,-0.10150933265686035,p01,pronoun
10,10,1.9688911834236933e-06,3.157295793698722e-07,0.9999998807907104,1.0,-1.653161604053821e-06,1.1920928955078125e-07,p01,pronoun
10,11,0.10950763523578644,0.23176835477352142,0.9711523056030273,0.7480840086936951,0.12226071953773499,-0.22306829690933228,p01,pronoun
11,0,2.407906504231505e-05,1.6466545275761746e-05,0.9999982118606567,0.9999988079071045,-7.612519766553305e-06,5.960464477539062e-07,p01,pronoun
11,1,0.0,0.0,1.0,1.0,0.0,0.0,p01,pronoun
11,2,2.921689834511909e-10,1.6839293777131315e-20,1.0,1.0,-2.9216898343435163e-10,0.0,p01,pronoun
11,3,2.5623958777032385e-07,1.1758660711791435e-08,1.0,1.0,-2.444809270585324e-07,0.0,p01,pronoun
11,4,1.9771489405684406e-06,0.07116664946079254,0.9999998807907104,0.967942476272583,0.07116467231185197,-0.03205740451812744,p01,pronoun
11,5,1.0292836027936403e-11,2.9200069207035995e-07,1.0,1.0,2.91990399234332e-07,0.0,p01,pronoun
11,6,0.0009849185589700937,0.06011035665869713,0.2857142984867096,0.25,0.059125438099727035,-0.035714298486709595,p01,pronoun
11,7,0.00014119069965090603,7.46944424463436e-05,0.9999879002571106,0.9999933242797852,-6.649625720456243e-05,5.424022674560547e-06,p01,pronoun
11,8,7.467069323974229e-11,1.6067908745753812e-06,1.0,0.9999998807907104,1.6067162038821414e-06,-1.1920928955078125e-07,p01,pronoun
11,9,3.328456200186667e-24,4.440394890160588e-15,1.0,1.0,4.440394886832131e-15,0.0,p01,pronoun
11,10,3.5579893696164876e-21,3.109899711041664e-28,1.0,1.0,-3.5579890586265164e-21,0.0,p01,pronoun
11,11,8.835993270395193e-08,4.3699696306020996e-08,1.0,1.0,-4.466023639793093e-08,0.0,p01,pronoun
0,0,0.8814374208450317,0.8985357880592346,0.16689379513263702,0.14513708651065826,0.01709836721420288,-0.02175670862197876,p02,pronoun
0,1,1.2398008108139038,0.8728275299072266,0.455815851688385,0.2697701156139374,-0.36697328090667725,-0.18604573607444763,p02,pronoun
0,2,0.7366774678230286,0.6044312119483948,0.19996879994869232,0.1727520078420639,-0.1322462558746338,-0.027216792106628418,p02,pronoun
0,3,1.41264808177948,1.433842420578003,0.2602798640727997,0.21462059020996094,0.02119433879852295,-0.045659273862838745,p02,pronoun
0,4,1.5871593952178955,1.5577926635742188,0.2515921890735626,0.18216340243816376,-0.029366731643676758,-0.06942878663539886,p02,pronoun
0,5,1.5253416299819946,1.5118887424468994,0.17721790075302124,0.1671430766582489,-0.013452887535095215,-0.010074824094772339,p02,pronoun
0,6,1.2559031248092651,1.2674477100372314,0.2230592519044876,0.16882991790771484,0.011544585227966309,-0.054229333996772766,p02,pronoun
0,7,0.4571327567100525,0.4001765847206116,0.1050754114985466,0.08421991765499115,-0.05695617198944092,-0.02085549384355545,p02,pronoun
0,8,1.0296592712402344,1.0076783895492554,0.17463146150112152,0.15201428532600403,-0.021980881690979004,-0.022617176175117493,p02,pronoun
0,9,1.2434749603271484,1.2493382692337036,0.23820631206035614,0.17735439538955688,0.005863308906555176,-0.060851916670799255,p02,pronoun
0,10,1.5639616250991821,1.6080354452133179,0.1833604872226715,0.1858268529176712,0.04407382011413574,0.002466365694999695,p02,pronoun
0,11,0.45484617352485657,0.48630282282829285,0.1593533456325531,0.15639564394950867,0.03145664930343628,-0.0029577016830444336,p02,pronoun
1,0,1.483724594116211,1.4706388711929321,0.2403966337442398,0.17147698998451233,-0.013085722923278809,-0.06891964375972748,p02,pronoun
1,1,0.3627975881099701,0.38576796650886536,0.1569555550813675,0.15481136739253998,0.022970378398895264,-0.0021441876888275146,p02,pronoun
1,2,0.7518365383148193,0.8440250754356384,0.29234579205513,0.08692464232444763,0.09218853712081909,-0.20542114973068237,p02,pronoun
1,3,1.4073894023895264,1.3538932800292969,0.3376774191856384,0.15997132658958435,-0.05349612236022949,-0.17770609259605408,p02,pronoun
1,4,0.32550758123397827,0.3325236737728119,0.07749207317829132,0.07774699479341507,0.007016092538833618,0.0002549216151237488,p02,pronoun
1,5,1.391669511795044,1.4220701456069946,0.28440698981285095,0.218741312623024,0.030400633811950684,-0.06566567718982697,p02,pronoun
1,6,1.3953757286071777,1.3080755472183228,0.1334102898836136,0.16462861001491547,-0.08730018138885498,0.03121832013130188,p02,pronoun
1,7,1.4349404573440552,1.4217734336853027,0.2057766169309616,0.18586376309394836,-0.013167023658752441,-0.019912853837013245,p02,pronoun
1,8,0.667504072189331,0.7726923823356628,0.10124373435974121,0.09937456995248795,0.10518831014633179,-0.0018691644072532654,p02,pronoun
1,9,1.4065583944320679,1.4090319871902466,0.23392356932163239,0.18632124364376068,0.002473592758178711,-0.047602325677871704,p02,pronoun
1,10,1.1047401428222656,1.0913344621658325,0.19276227056980133,0.20229125022888184,-0.013405680656433105,0.009528979659080505,p02,pronoun
1,11,1.0845998525619507,1.0278998613357544,0.18019172549247742,0.14353063702583313,-0.05669999122619629,-0.03666108846664429,p02,pronoun
2,0,1.1375012397766113,1.1864169836044312,0.22115661203861237,0.16457399725914001,0.048915743827819824,-0.05658261477947235,p02,pronoun
2,1,0.987510085105896,1.0761687755584717,0.24453645944595337,0.18152965605258942,0.08865869045257568,-0.06300680339336395,p02,pronoun
2,2,1.0421547889709473,1.062738299369812,0.20627155900001526,0.17903807759284973,0.020583510398864746,-0.027233481407165527,p02,pronoun
2,3,1.1903918981552124,1.266164779663086,0.22652508318424225,0.17272628843784332,0.07577288150787354,-0.053798794746398926,p02,pronoun
2,4,1.4890644550323486,1.536628007888794,0.29192855954170227,0.2186708152294159,0.04756355285644531,-0.07325774431228638,p02,pronoun
2,5,0.7221212983131409,0.7839533686637878,0.21014085412025452,0.21401391923427582,0.06183207035064697,0.0038730651140213013,p02,pronoun
2,6,0.733131468296051,0.8661800026893616,0.16673189401626587,0.16036202013492584,0.13304853439331055,-0.006369873881340027,p02,pronoun
2,7,1.2587530612945557,1.3773130178451538,0.2807365357875824,0.2294408231973648,0.11855995655059814,-0.05129571259021759,p02,pronoun
2,8,0.7919077277183533,0.8551734089851379,0.22145923972129822,0.1877952218055725,0.06326568126678467,-0.03366401791572571,p02,pronoun
2,9,0.8609211444854736,0.8311769962310791,0.2557488679885864,0.21697606146335602,-0.02974414825439453,-0.03877280652523041,p02,pronoun
2,10,1.1619662046432495,1.2867391109466553,0.22633805871009827,0.23110081255435944,0.12477290630340576,0.004762753844261169,p02,pronoun
2,11,1.0112556219100952,1.0455139875411987,0.21647165715694427,0.16803979873657227,0.034258365631103516,-0.04843185842037201,p02,pronoun
3,0,0.16379421949386597,0.14899156987667084,0.15407215058803558,0.1531682163476944,-0.01480264961719513,-0.0009039342403411865,p02,pronoun
3,1,1.0546836853027344,1.1573179960250854,0.23906484246253967,0.30615395307540894,0.10263431072235107,0.06708911061286926,p02,pronoun
3,2,0.4693046808242798,0.5254941582679749,0.19138088822364807,0.21966950595378876,0.05618947744369507,0.028288617730140686,p02,pronoun
3,3,1.0099356174468994,1.1232374906539917,0.2062150090932846,0.3114999532699585,0.11330187320709229,0.10528494417667389,p02,pronoun
3,4,1.2008471488952637,1.2543565034866333,0.3075736165046692,0.3121267855167389,0.05350935459136963,0.004553169012069702,p02,pronoun
3,5,0.9377018809318542,0.9966288208961487,0.6612735390663147,0.6455541849136353,0.058926939964294434,-0.015719354152679443,p02,pronoun
3,6,1.2195088863372803,1.165693998336792,0.5922054648399353,0.6303166151046753,-0.05381488800048828,0.03811115026473999,p02,pronoun
3,7,1.1642789840698242,1.2993577718734741,0.6359714269638062,0.5512856245040894,0.1350787878036499,-0.0846858024597168,p02,pronoun
3,8,1.251670002937317,1.2383962869644165,0.24883438646793365,0.2583093047142029,-0.01327371597290039,0.009474918246269226,p02,pronoun
3,9,0.9371325969696045,0.9323259592056274,0.2768062949180603,0.27145588397979736,-0.004806637763977051,-0.0053504109382629395,p02,pronoun
3,10,1.0685487985610962,1.2414227724075317,0.3889610171318054,0.2837762236595154,0.17287397384643555,-0.10518479347229004,p02,pronoun
3,11,1.3668218851089478,1.2882453203201294,0.5415958762168884,0.5653970241546631,-0.07857656478881836,0.023801147937774658,p02,pronoun
4,0,0.20451776683330536,0.22868983447551727,0.9489445090293884,0.9513384103775024,0.024172067642211914,0.0023939013481140137,p02,pronoun
4,1,0.20500043034553528,0.24795572459697723,0.9649027585983276,0.956444501876831,0.042955294251441956,-0.008458256721496582,p02,pronoun
4,2,0.16027283668518066,0.17573155462741852,0.9737026691436768,0.9702953696250916,0.015458717942237854,-0.003407299518585205,p02,pronoun
4,3,0.44314807653427124,0.44349274039268494,0.8990569710731506,0.8872122168540955,0.0003446638584136963,-0.011844754219055176,p02,pronoun
4,4,1.2959818840026855,1.183648943901062,0.5438550710678101,0.587761402130127,-0.11233294010162354,0.043906331062316895,p02,pronoun
4,5,0.9955202341079712,0.8074254989624023,0.6095167398452759,0.7295976877212524,-0.18809473514556885,0.12008094787597656,p02,pronoun
4,6,0.1044093668460846,0.11881157755851746,0.9761515259742737,0.9758834838867188,0.014402210712432861,-0.00026804208755493164,p02,pronoun
4,7,0.32782217860221863,0.3296302258968353,0.9365018606185913,0.9355589747428894,0.0018080472946166992,-0.0009428858757019043,p02,pronoun
4,8,0.16838286817073822,0.33354663848876953,0.9641984701156616,0.9187099933624268,0.1651637703180313,-0.04548847675323486,p02,pronoun
4,9,0.9325906038284302,1.0102969408035278,0.6882318258285522,0.6592926383018494,0.07770633697509766,-0.02893918752670288,p02,pronoun
4,10,0.025292225182056427,0.04547109827399254,0.9951511025428772,0.9885069131851196,0.02017887309193611,-0.006644189357757568,p02,pronoun
4,11,0.06756021082401276,0.08255444467067719,0.9853096008300781,0.9844303131103516,0.014994233846664429,-0.0008792877197265625,p02,pronoun
5,0,0.4440494179725647,0.4876379668712616,0.9063746929168701,0.8946940302848816,0.0435885488986969,-0.011680662631988525,p02,pronoun
5,1,0.3085830509662628,0.30782684683799744,0.9363060593605042,0.935916006565094,-0.0007562041282653809,-0.00039005279541015625,p02,pronoun
5,2,0.3843221664428711,0.4450314939022064,0.9157472252845764,0.8979262113571167,0.06070932745933533,-0.017821013927459717,p02,pronoun
