precision,lang,layer_num,layer_label,top1_token,top1_prob,p_cairo_en,p_cairo_ar,p_egypt_en,p_egypt_ar,p_capital_en,p_city_ar,p_qmark_en,p_qmark_ar,p_dots,p_colon,p_what_en
Int8 Quantized,EN,13,L12, is,0.9993818998336792,8.589957237459217e-20,5.884682653454937e-17,4.895962621500433e-19,8.383776912160634e-19,5.799511478693509e-12,3.4249096614313856e-11,1.492788097995357e-12,6.369085353520251e-14,3.4522267059614853e-18,4.7693017070360436e-12,2.4505408119379624e-11
Int8 Quantized,EN,14,L13, is,0.997738242149353,2.398333122591217e-20,2.7381107643603713e-16,2.1305042217735365e-19,5.010105015732684e-20,2.6235062733359623e-11,5.5909502721940285e-11,9.27095206160189e-12,5.6585049247939975e-15,6.419409259100656e-17,2.1640078617934924e-09,2.2845296834828052e-11
Int8 Quantized,EN,15,L14, called,0.5477855205535889,5.198094554720648e-16,1.4033423674422038e-13,9.163013958566257e-16,4.749139034709491e-17,1.0435964981070356e-08,1.0738156142053867e-08,1.6430028171310338e-10,3.2445628215388437e-12,2.360443925823047e-13,2.6181375289979772e-08,3.5205228954282575e-08
Int8 Quantized,EN,16,L15, called,0.963444709777832,5.35184996053972e-17,3.4536783748492917e-15,5.114005888277569e-16,2.1452218472980467e-16,3.601564380062427e-09,4.6506540285484727e-10,2.467419879526034e-10,2.6693875720420167e-14,2.949102550706129e-13,1.5205813497232157e-08,7.71300818769305e-08
Int8 Quantized,EN,17,L16, called,0.8755708336830139,1.6974046866284405e-15,9.423558938390086e-13,2.726678466550398e-15,4.882775952193394e-16,7.559636827636497e-08,8.519520200422903e-09,2.3359141287926373e-09,2.9413635833615635e-14,2.5504856560054634e-10,4.784013526659692e-06,1.3383199757299735e-06
Int8 Quantized,EN,18,L17, called,0.7565954923629761,3.058902117897368e-18,5.52172572683402e-16,2.530653370423704e-17,1.7184768215656528e-17,4.644561402145087e-10,1.189173759463813e-10,3.2917888859174134e-08,2.2590269176900888e-15,3.637445900039893e-10,0.0013136941706761,5.806505669170292e-06
Int8 Quantized,EN,19,L18, called,0.786824107170105,2.2423131060267387e-11,1.4642012103639745e-13,4.3889988865508656e-10,5.674212185183269e-13,1.1941378552648985e-08,1.1656232645762543e-09,3.700667718931072e-07,5.2565011398513287e-14,1.1835202262666655e-10,0.0003868180792778,4.120648372918368e-05
Int8 Quantized,EN,20,L19, called,0.9908133149147034,2.3345216818709824e-12,5.219868066025412e-15,3.2526878326194497e-12,1.0921212952676217e-15,4.3094981805325006e-08,1.5995912927557754e-11,2.92958244330066e-08,9.152485339031886e-16,3.8057251794398894e-11,0.004170327913016,3.4938175303977914e-06
Int8 Quantized,EN,21,L20, called,0.9716529250144958,1.780393574790651e-07,5.697940383408984e-12,6.209003089452382e-08,4.620418197348597e-12,2.5851463192339e-07,4.582619700377322e-11,9.793327990337277e-06,1.204415798865266e-13,6.56267275189748e-07,0.0227525793015956,2.3439844881067984e-05
Int8 Quantized,EN,22,L21,:,0.7270013093948364,3.0081233148848696e-07,3.1241072229182265e-11,5.184140228209344e-09,4.821215041778126e-12,9.421458457836709e-08,4.098118719375599e-11,0.0010629809694364,3.579506347361691e-14,2.4476787530147703e-06,0.7270013093948364,9.4040937256068e-05
Int8 Quantized,EN,23,L22,:,0.6623460054397583,0.0001003876459435,2.2921317621715787e-11,1.360702208330622e-05,1.741269281541058e-11,5.140292191896377e-09,7.709312788845013e-13,0.0092310579493641,5.910095309468681e-15,0.0001309416693402,0.6623460054397583,3.2045682019088417e-06
Int8 Quantized,EN,24,L23, ,0.5070520639419556,3.635897769527219e-07,2.4959477843908284e-13,4.5657962743916876e-08,2.2681823867026774e-13,2.0317205695619123e-09,9.674633463059233e-14,0.0127139603719115,9.962423537152368e-16,2.6891499146586284e-05,0.4040705859661102,1.4827376617176924e-05
Int8 Quantized,EN,25,L24,:,0.5185381770133972,0.0121856657788157,2.331239021269305e-11,0.0002982353325933,3.42305589255687e-12,1.283453343603469e-07,1.61424172639979e-11,0.0037051925901323,4.350460530017086e-12,4.588141564454418e-06,0.5185381770133972,0.000310694129439
Int8 Quantized,EN,26,L25, Cairo,0.961463451385498,0.961463451385498,1.6475728658975344e-13,5.645783312502317e-05,1.4783797287493824e-13,1.7552245212826276e-09,4.9917518442311674e-14,0.0007930219871923,1.3184880975642549e-15,1.611595763506557e-07,0.0217286366969347,3.6405137961992295e-06
Int8 Quantized,MSA,0,embed, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,MSA,1,L0, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,MSA,2,L1, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,MSA,3,L2, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,MSA,4,L3,<bos>,0.9994755387306212,3.874872755628527e-38,4.871820158151421e-37,2.558938479049572e-37,4.260894609309328e-39,2.942726775082116e-44,3.5999357548504545e-41,7.924044339183941e-39,7.230139556530325e-41,4.1338304697582096e-43,1.2451683678189203e-37,8.039928919586672e-39
Int8 Quantized,MSA,5,L4, هي,0.999784767627716,1.483954348129134e-27,1.7412571442518103e-27,2.1015591552828022e-27,1.5518388166222282e-29,3.5307034674871727e-35,1.2079319763739064e-30,4.354293915982597e-31,3.11599395994079e-32,9.639821364093452e-36,1.895480390113366e-28,9.423124429909135e-29
Int8 Quantized,MSA,6,L5,<bos>,1.0,2.059628482864616e-41,2.6915462674294353e-38,1.4077444372607112e-41,9.718004850092605e-42,2.802596928649634e-45,9.949219096706201e-44,8.365751832019158e-43,1.401298464324817e-45,0.0,1.9308631669778087e-40,4.634948813585408e-40
Int8 Quantized,MSA,7,L6, هي,0.999988317489624,4.919190596271004e-21,2.0665680718080746e-18,9.863286114445817e-20,1.063131458903078e-21,3.1437123125903245e-23,1.1696103640333232e-20,6.455696860417705e-23,7.948583306934813e-23,3.99401878687112e-26,4.384897351840671e-19,7.248112731840909e-19
Int8 Quantized,MSA,8,L7, هي,0.9998352527618408,3.0075633268871924e-16,1.625511452329163e-14,1.6339688010217897e-15,2.257076518449917e-16,1.437304373690931e-15,8.182593057987075e-13,4.494644279937792e-16,4.3764628020655243e-16,2.8143786366351075e-19,6.703809599453714e-13,7.925756405346984e-14
Int8 Quantized,MSA,9,L8, هي,0.9804857969284058,1.2544253016975176e-13,1.0989437983742468e-13,2.4593656104687778e-12,4.266629892679631e-15,1.1216738475539056e-11,4.972117717549907e-10,1.010582879857301e-13,5.813445462055176e-15,8.14831600100999e-17,6.3510646394759895e-12,2.100438556808596e-13
Int8 Quantized,MSA,10,L9, هي,0.5640375018119812,4.257300892027138e-13,3.051290502816689e-13,1.7883108188732066e-11,1.7245685673787647e-14,4.956917654119762e-10,4.516464713333335e-08,2.3186144844367096e-12,5.721603204243697e-14,2.0630583491012232e-14,4.814144638487505e-09,3.997246110498676e-12
Int8 Quantized,MSA,11,L10, هي,0.744179904460907,5.6767389183462475e-14,6.001334818634893e-14,1.9666119427386164e-11,3.0969078857075432e-15,3.9349160041446396e-10,1.4093311406782051e-08,8.017148143274477e-13,1.1416516739132592e-14,2.3492423216714235e-14,2.1475792255643e-09,1.2666801635363711e-11
Int8 Quantized,MSA,12,L11, هي,0.6310936212539673,7.315252326415765e-14,1.3369435902322103e-14,2.884231265279369e-12,2.3182311325713757e-15,9.257440369836443e-10,8.932598660749136e-09,9.832807718003143e-14,1.5072131792013806e-15,2.0755068535138407e-14,6.288305987034447e-10,3.668492159353276e-12
Int8 Quantized,MSA,13,L12, suivantes,0.2394860237836837,7.171632808011115e-14,6.426087960365034e-13,3.4730688377310197e-12,1.0571502271391595e-14,9.147099189199535e-10,1.9336296119831783e-08,8.018573305346166e-11,5.28216630591577e-13,1.1741583420333322e-14,9.319067295621153e-09,3.680733842714723e-11
Int8 Quantized,MSA,14,L13, invokingState,0.984710156917572,1.9443497043923635e-16,3.497460703211566e-14,1.4833012273421552e-14,6.290573314435623e-18,1.212426714580772e-09,9.931824251907526e-10,2.388631284953868e-13,9.917796293425209e-14,3.609756967049554e-17,7.936935136898525e-11,3.0177871920139547e-12
Int8 Quantized,MSA,15,L14, invokingState,0.7277020812034607,9.286123844702564e-15,4.4711570600444733e-13,1.5674565595133474e-13,5.7045882287454e-17,1.2990962083847536e-08,7.985624383977096e-10,3.59993285181659e-13,3.610963253668914e-13,1.865674769622322e-15,5.848726364332535e-11,6.57769325118629e-11
Int8 Quantized,MSA,16,L15, ſhe,0.5475695729255676,3.733124920302089e-12,4.971235229023208e-12,3.080248209275105e-11,1.487899294874348e-13,4.256131802549135e-08,1.3431536438623937e-10,1.2443541206122457e-12,1.1279878127466033e-13,5.025331957205295e-14,6.450021627912861e-10,5.644597012022246e-10
Int8 Quantized,MSA,17,L16,nicity,0.6216328144073486,1.1623897677726092e-10,2.6873514524794473e-09,8.321593414351014e-11,9.715381710934112e-13,8.865986274031457e-06,1.2956505770489455e-06,3.775853241183569e-10,7.775449034630455e-11,2.9704980142319926e-10,2.610108822409529e-07,1.9021687336362447e-08
Int8 Quantized,MSA,18,L17,nicity,0.9237651824951172,1.1473093308733697e-11,4.189653138308991e-11,7.765793216818473e-12,1.9283194832575568e-12,1.54185345309088e-05,4.0462899164595e-07,5.647632406180492e-07,3.769576872869607e-10,3.639895282958605e-07,0.0073216538876295,0.000295484176604
Int8 Quantized,MSA,19,L18,ofition,0.4671528041362762,0.0020767117384821,8.68006964083179e-08,0.0767535343766212,5.526284780899005e-07,0.000150659616338,2.007324837904889e-06,0.0003092581755481,2.5648843049452807e-08,1.435046556252928e-06,0.0113482354208827,0.018594916909933
Int8 Quantized,MSA,20,L19, capital,0.3759267926216125,0.0002361099031986,8.563378450787695e-09,0.0003466376801952,2.619620298460745e-09,0.3759267926216125,6.275872124206217e-07,1.0139829100808129e-05,3.526021075117569e-08,2.7349498665785177e-08,0.015864934772253,0.0130239790305495
Int8 Quantized,MSA,21,L20,بوابة,0.987682282924652,3.210698923794553e-05,1.2353239542406411e-09,7.751330485916696e-06,8.01828492491552e-10,0.0005477124941535,4.358684524419232e-10,6.147343810880557e-05,4.8746775505037485e-09,5.706317097065039e-06,0.0071907648816704,0.0004404369101393
Int8 Quantized,MSA,22,L21, capital,0.3494721055030823,0.0337392836809158,3.930507318727905e-06,1.0138124707737006e-05,8.18299454863336e-08,0.3494721055030823,7.120378995750798e-06,0.0261738374829292,6.728984658366245e-08,0.0002607572241686,0.2674700915813446,0.0031105671077966
Int8 Quantized,MSA,23,L22, Cairo,0.9737970232963562,0.9737970232963562,3.62044630719538e-07,0.0005718570319004,8.912401483485155e-09,0.0002928541507571,2.4633052930767008e-08,0.0007694663945585,5.1290629521361106e-09,0.0007354184053838,0.0022117276675999,1.776504916506383e-07
Int8 Quantized,MSA,24,L23, Cairo,0.2092193067073822,0.2092193067073822,0.0003417245461605,3.832931906799786e-05,1.7030963135766797e-05,0.1513249278068542,0.0019423814956098,0.0015816877130419,0.0008691209950484,0.0742001160979271,0.2023843228816986,1.2882265764346812e-05
Int8 Quantized,MSA,25,L24,:,0.2343018501996994,0.0009012420196086,0.0354894809424877,3.252845317547326e-06,0.002142964862287,0.0005871175089851,0.1839208900928497,1.1454078048700468e-05,0.0922719985246658,0.0032639594282954,0.2343018501996994,2.287639063069946e-06
Int8 Quantized,MSA,26,L25, القاهرة,0.3087540566921234,7.609816384501755e-05,0.3087540566921234,1.71680145655273e-08,0.0092102233320474,3.501995990973228e-07,0.2302527427673339,4.014147270936519e-05,0.0007562887039966,0.0035759506281465,0.1150661706924438,2.6065842817502016e-08
Int8 Quantized,Masri,0,embed, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,Masri,1,L0, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,Masri,2,L1, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,Masri,3,L2, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int8 Quantized,Masri,4,L3,<bos>,0.9970533847808838,2.382765397611071e-36,1.4673425066600947e-34,2.890559549743088e-35,3.471175932053628e-37,3.3911422836660573e-43,2.744989548781241e-40,2.1588311655689486e-38,5.617160946184602e-40,7.246114359023629e-42,3.194491343934727e-38,4.39752541347639e-39
Int8 Quantized,Masri,5,L4, هي,1.0,1.7736011501080914e-25,6.521852067132317e-26,3.478044097250621e-25,1.811832847063881e-27,8.841703001610538e-34,2.905608189300393e-30,1.7061970188272922e-31,1.1880770774523594e-31,8.560906386777568e-36,5.343439065775808e-29,1.7346416170225577e-29
Int8 Quantized,Masri,6,L5,<bos>,1.0,7.959235147518527e-41,6.298699830409935e-38,9.611926556343218e-41,6.598854598351995e-41,0.0,1.2611686178923354e-44,1.4069036581821165e-42,0.0,1.401298464324817e-45,1.7402165109064171e-40,4.593596495903183e-41
Int8 Quantized,Masri,7,L6, هي,0.9999960660934448,7.220044684199395e-20,1.2330543990492181e-17,2.9233363144866647e-18,8.45713917294705e-20,8.15690758805175e-23,1.9064118819214862e-20,2.562725091137188e-21,2.1396765319336917e-22,5.520163441519403e-24,2.728470139757188e-17,6.846817948382113e-19
Int8 Quantized,Masri,8,L7, هي,0.9999300241470336,2.7422209917369223e-16,1.7244986024573215e-14,2.1580442849931412e-14,3.894600740267807e-15,4.932861539760133e-15,1.0711199722318598e-12,1.4714281971139022e-14,5.556090779946412e-17,3.7504726315178904e-17,3.919571264776599e-12,1.4156039825053387e-14
Int8 Quantized,Masri,9,L8, هي,0.9991990923881532,4.392476034048749e-14,1.6530365672205033e-13,6.74658245936044e-12,3.442877222464141e-14,4.0331373657442875e-11,4.5124928793605074e-10,3.7015074165480666e-12,9.085291274117386e-16,7.0480235112491035e-15,2.1871324196176542e-10,2.671408558772848e-13
Int8 Quantized,Masri,10,L9, هي,0.9784946441650392,3.9239651025008154e-13,1.3987093818237928e-12,3.161187284161926e-11,2.318420520668052e-13,1.2519328906890335e-09,6.739909252928555e-08,2.7199223429086317e-10,2.4106274769853005e-14,1.0396584851704582e-12,6.864208756951484e-08,1.8291885367505145e-11
Int8 Quantized,Masri,11,L10, هي,0.9277933239936828,4.6016132121103406e-14,8.490068999396362e-13,4.2686392615065565e-11,3.039207069604338e-14,8.384722360865736e-10,2.7666365198797397e-08,1.6352352805171222e-10,4.1992806936808416e-14,2.019282744486484e-12,2.2476214667221942e-08,2.202872745327156e-10
Int8 Quantized,Masri,12,L11, هي,0.965074062347412,1.5130695904096852e-13,4.464709309724702e-13,2.866653268929209e-11,1.0937318352432017e-13,7.904696452953885e-09,4.419230315022561e-09,1.5395867913881034e-10,5.6271905402504804e-15,8.450906641144229e-12,5.301238559241028e-08,1.2328128795591198e-10
Int8 Quantized,Masri,13,L12, هي,0.8391879796981812,1.720311583073772e-13,2.032219705017102e-11,3.572981840949119e-11,7.36090984172766e-13,5.994319707269824e-08,2.5515419110888612e-08,8.089133984867659e-08,1.258283408023253e-12,2.1604495969995696e-11,1.0721861144702416e-05,9.882053397802792e-09
Int8 Quantized,Masri,14,L13,thenReturn,0.3020616471767425,4.013917019943247e-14,1.7876989819032296e-11,7.020292333570488e-12,3.554083331076211e-15,1.929021891555749e-06,2.8609976610027843e-08,2.437292891954712e-07,2.4445574037246228e-11,1.0289395203921804e-11,1.8661798094399277e-05,5.0559826547669224e-08
Int8 Quantized,Masri,15,L14,thenReturn,0.7506579756736755,4.737109345737643e-14,6.098361832879151e-12,4.810611544531218e-12,1.8437264518930685e-15,3.2064847346191527e-06,4.088680505276443e-09,2.600071695724182e-07,1.153992439800744e-11,1.2696345363938375e-10,2.8931840461154934e-06,1.8643235932813693e-07
Int8 Quantized,Masri,16,L15, ſhe,0.2700363993644714,1.0483307798236918e-11,9.767385511505465e-11,8.524129735398843e-10,2.3749090801578054e-12,1.5015222061265376e-06,6.87811863020471e-10,2.191457753042414e-07,9.085465019209592e-12,8.352802893796252e-10,1.5326609172916503e-06,3.522127599353553e-06
Int8 Quantized,Masri,17,L16, ibunya,0.1628556102514267,1.97112770550234e-09,6.617889170001946e-08,6.113322292833345e-09,7.797008871879285e-11,0.0003403006703592,3.725859187397873e-06,6.8232902776799165e-06,1.8692282444110475e-10,3.167099521306227e-06,0.0005613151588477,2.1178015231271274e-05
Int8 Quantized,Masri,18,L17, mainly,0.5283392071723938,6.917892474145315e-12,1.4715353935379483e-10,1.7248601852370982e-11,8.547329510832924e-12,2.276894338137936e-05,5.7428081845500856e-08,0.0007790498784743,2.145686961441129e-10,0.0001882638025563,0.3114191591739654,0.0728714913129806
Int8 Quantized,Masri,19,L18, what,0.5698726177215576,3.09610845761199e-06,1.357795986756116e-09,0.0005377550260163,1.1677021127809441e-08,1.3947304978501052e-05,3.0012876628404683e-09,0.4010854959487915,1.3920089525498722e-09,1.201672694151057e-05,0.0216342881321907,0.5698726177215576
Int8 Quantized,Masri,20,L19, what,0.7424627542495728,6.124248102423735e-06,1.571187069338009e-09,4.973219984094612e-05,3.7001715580409206e-10,0.1601104140281677,3.825997740847242e-09,0.0610709600150585,9.601823336424786e-09,5.59739419259131e-07,0.0243711527436971,0.7424627542495728
Int8 Quantized,Masri,21,L20,?,0.8466881513595581,5.1409131174295914e-08,5.21620802107492e-11,1.1831729551659009e-07,3.499532608142175e-11,0.0001389081444358,1.6450251534225189e-12,0.8466881513595581,2.7308062477970907e-09,0.0002207085053669,0.0100460341200232,0.1414334625005722
Int8 Quantized,Masri,22,L21,?,0.9926201701164246,1.2170958996193806e-07,2.1729433530293107e-10,4.4041001401318164e-10,5.0667629813982976e-12,9.143589704763144e-05,1.780509593929391e-11,0.9926201701164246,1.950896111324596e-10,3.225547698093578e-05,0.0007749950163997,0.0060673304833471
Int8 Quantized,Masri,23,L22,?,0.5378050804138184,0.0028363885357975,6.315846512450207e-09,2.139864955097437e-05,2.6346938519772323e-10,5.834578405483626e-05,5.5736346094015226e-11,0.5378050804138184,9.909799203455805e-09,0.0710024237632751,0.0006115253781899,3.879083669744432e-05
Int8 Quantized,Masri,24,L23,..,0.4438333213329315,0.0012926057679578,7.168552201619605e-06,3.6557173643814167e-06,6.320933039205556e-07,0.0137468166649341,4.926685960526811e-06,0.0169983804225921,9.550726099405438e-05,0.4438333213329315,0.0159002393484115,0.0001145869609899
Int8 Quantized,Masri,25,L24, ؟,0.3336690962314605,0.0005240135360509,0.0155567862093448,2.285054506501183e-05,0.0022886684164404,0.0007417134474962,0.0155704412609338,0.0003764051070902,0.3336690962314605,0.0389391556382179,0.1127894297242164,8.386214904021472e-05
Int8 Quantized,Masri,26,L25, القاهرة,0.2215367555618286,0.0001934707106556,0.2215367555618286,6.473081270996772e-07,0.0344315841794014,6.671194228147215e-07,0.0546545982360839,0.0003447725321166,0.0244732294231653,0.0088988253846764,0.0915321931242942,3.633244887168985e-07
Int4 Quantized,EN,0,embed, is,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,EN,1,L0, is,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,EN,2,L1,<bos>,0.9843372702598572,0.0,0.0,0.0,0.0,0.0,0.0,7.063777402845684e-40,0.0,5.74532370373175e-44,9.839395412421363e-38,9.556855526695252e-43
Int4 Quantized,EN,3,L2, is,1.0,0.0,2.6743641061792697e-40,9.809089250273721e-45,3.7884972788069304e-39,7.655433640452907e-41,3.58451250343271e-38,4.0460019069652027e-35,4.608719308930176e-38,1.9072148540938628e-39,8.962761011823483e-35,1.0892835032974848e-33
Int4 Quantized,EN,4,L3,<bos>,1.0,0.0,1.1210387714598537e-44,0.0,2.3401684354224445e-43,3.440582896084365e-39,4.320343295359844e-41,1.0025931779837199e-38,9.303220504652459e-42,7.272739029845799e-42,1.0967028133934946e-37,2.0766967017340498e-36
Int4 Quantized,EN,5,L4, is,0.9999817609786988,8.309426249691498e-30,9.163524601215914e-28,1.208423003874132e-31,8.454858648507209e-27,7.6142015775184545e-22,3.743906246047239e-24,1.1753649081077605e-25,3.830161875145915e-24,1.2337996934691183e-31,1.550840487628099e-24,2.526832302641834e-19
Int4 Quantized,EN,6,L5,<bos>,1.0,6.572089797683392e-43,1.4433808585069557e-39,7.006492321624085e-45,8.607499807344898e-37,1.0202469037446843e-33,4.192194976792072e-36,7.97213151476723e-35,3.2833053042920024e-37,1.7882569458991722e-38,5.28968380374e-33,2.4961654865805923e-32
Int4 Quantized,EN,7,L6, is,0.9999997615814208,5.091352854032928e-31,7.467977526412438e-29,1.9771852596650102e-31,1.8787255940432988e-27,1.3798144060240935e-22,1.7293665144049218e-24,5.7784830446821705e-25,1.0235175038700752e-25,4.676018275051241e-28,3.074230075147182e-22,9.241937926657961e-21
Int4 Quantized,EN,8,L7, is,0.999997854232788,4.609599306838141e-26,1.41730378992171e-23,4.872792270806234e-27,4.88141369466154e-24,6.380840646168836e-15,1.903524982809585e-18,1.069508601373207e-19,5.06502358839574e-21,2.3130947908454302e-23,6.22686055493434e-19,4.5473741323122914e-17
Int4 Quantized,EN,9,L8, is,0.9999942779541016,8.24029902097575e-24,8.117625470415365e-23,1.223952325444139e-23,1.7961508317749903e-22,2.668553312351607e-12,1.4564546239580482e-15,8.448163617065996e-19,2.383303800160754e-20,3.773438011340657e-21,1.1900609422492233e-17,1.5999381935746639e-15
Int4 Quantized,EN,10,L9, is,0.998748540878296,6.2674933791453045e-21,7.501411462029014e-20,2.2931047626819612e-20,2.214395296223273e-20,1.8936028300942102e-09,3.341358873615308e-12,4.7170679188718305e-17,2.017119601910181e-15,5.155074363443255e-18,4.440806971689427e-15,1.0983947041839914e-12
Int4 Quantized,EN,11,L10, is,0.9575074911117554,1.4167873017601597e-18,1.5509644757175394e-17,1.2104893255290779e-17,1.369211595238866e-18,6.603763091916902e-10,5.0882655727724207e-11,6.874056072893754e-15,3.6461857974090864e-14,3.359922283151183e-17,2.3805976179062943e-13,4.336844425245623e-11
Int4 Quantized,EN,12,L11, is,0.8739033341407776,3.904341791214799e-17,2.638960793323926e-16,2.2197791431532483e-16,2.162525076049227e-17,2.276135530054901e-10,1.9834071884883286e-10,3.900535053096271e-15,1.860295636068807e-13,1.732224067037917e-17,1.091610796980641e-13,4.1114184973212176e-11
Int4 Quantized,EN,13,L12, is,0.999796450138092,3.9529453929164884e-22,2.8336612506894847e-18,8.945460723923754e-21,3.975739570424705e-20,1.213656887662229e-12,2.6648518461347415e-12,4.043154225590213e-14,1.0747876130350097e-15,7.33785200553314e-19,7.319953562560932e-13,5.8121542301226015e-11
Int4 Quantized,EN,14,L13, is,0.999858856201172,1.9007938777185e-25,5.824954174810136e-20,1.3682155001447031e-22,3.1483214690873504e-23,7.530719212285597e-13,1.2970183195688822e-13,1.4768912546918314e-13,2.4796790269196136e-18,4.256692525303501e-18,1.9501429637802656e-10,3.749042309236783e-12
Int4 Quantized,EN,15,L14, is,0.959572434425354,4.1828222980727946e-19,4.53813148084542e-16,5.306640321442572e-18,4.502070070548221e-19,8.343592838855329e-08,5.933899899224215e-11,8.451562366618148e-12,4.400289150657518e-15,6.189931786538748e-14,3.685282079501917e-09,1.35766811126814e-08
Int4 Quantized,EN,16,L15, called,0.7519955635070801,2.226364394184232e-17,1.4015810979536598e-14,1.290849094857992e-15,3.307545339113223e-16,1.8316034129384209e-06,1.3243666163731403e-09,2.494504380834428e-09,1.2921190810019636e-13,4.426601446505529e-12,7.484341324470735e-08,3.07774598695687e-06
Int4 Quantized,EN,17,L16, also,0.2475880831480026,3.050406518057111e-17,8.189695937469572e-14,3.608216624400082e-16,2.9166886030476273e-16,2.013781795540126e-06,3.0841167397710482e-09,1.3999740922088222e-08,5.652560871086641e-15,1.575528152386596e-09,1.4272805856307968e-05,8.17683667264646e-06
Int4 Quantized,EN,18,L17, a,0.3351137042045593,2.2424737159341872e-20,3.369903044422248e-17,2.3645452050244297e-18,3.700759324857637e-18,1.3575085500150406e-09,7.665286808067329e-12,2.3451720565503823e-08,1.292619261368855e-16,2.9252206212859733e-10,0.0003577577590476,1.2445302672858816e-05
Int4 Quantized,EN,19,L18, called,0.4691734910011291,1.0415216052887116e-13,2.2461191943651173e-15,2.1607850925198235e-11,5.968226672418976e-14,2.9360541020651e-07,4.709717060791263e-10,2.024089980068311e-07,5.066479293123604e-15,3.1403157851883634e-11,0.0003129139950033,0.0001172127886093
Int4 Quantized,EN,20,L19, called,0.7983915209770203,1.0720269209016712e-13,3.1732647295289658e-15,7.619973445630035e-13,1.4732583812030345e-15,4.007179995824117e-06,8.49328107843661e-11,3.88391008243616e-08,5.448172032672415e-16,7.408084562454674e-11,0.0080747986212372,2.998877243953757e-05
Int4 Quantized,EN,21,L20, called,0.9172333478927612,5.224639609835434e-10,2.279175112529508e-13,1.6037131622681502e-09,5.860446134452191e-13,2.3316620172408875e-06,4.324986549453236e-11,7.778723556839395e-06,1.17796270581263e-14,1.5082959237133764e-07,0.0325643345713615,1.528972825326491e-05
Int4 Quantized,EN,22,L21, called,0.5747811198234558,9.394000022311386e-10,6.254414304171507e-13,9.674536172177284e-11,1.93924276593524e-13,7.171030915742449e-07,8.376298786527679e-12,0.000155004512635,1.7265771366065889e-15,5.2202636879883364e-08,0.3075689673423767,0.0001422490895492
Int4 Quantized,EN,23,L22,:,0.6010067462921143,6.0557226788660046e-06,3.4882950694647974e-11,3.5434395613265224e-06,1.1167605902528964e-11,4.961320314578188e-07,5.750203264931475e-12,0.0043951431289315,2.630157749309702e-14,4.703025842900388e-05,0.6010067462921143,0.0001110894736484
Int4 Quantized,EN,24,L23, the,0.5233907699584961,6.039836186744196e-09,4.485811949759416e-14,4.6919210738849415e-09,1.6120565033686182e-14,1.1608170069621337e-07,3.7173369037916265e-14,0.0004181919794064,3.390834882910126e-16,1.3730600585404318e-06,0.0634833648800849,4.065130269736983e-05
Int4 Quantized,EN,25,L24, the,0.7520595192909241,6.0278980527073145e-05,6.733409402964742e-13,8.189067557395902e-06,8.311824535936486e-14,8.104286735033384e-07,1.0107601604650296e-12,0.0001449917326681,4.6044917688782896e-14,2.370541380969371e-07,0.1006635054945945,0.0001903504453366
Int4 Quantized,EN,26,L25, Cairo,0.6903831362724304,0.6903831362724304,5.227736917402109e-14,0.0002524955198168,5.1360191734338776e-14,4.0278841595409176e-08,8.655451911297221e-15,0.0009987496305257,1.3854805421675283e-16,1.136691949454871e-07,0.1444209814071655,1.5428433471242897e-05
Int4 Quantized,MSA,0,embed, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,MSA,1,L0, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,MSA,2,L1, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,MSA,3,L2, هي,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int4 Quantized,MSA,4,L3,<bos>,0.9691978693008424,4.939357094096469e-36,1.2192239747123562e-35,4.92241244060458e-35,2.718992099151701e-37,5.4370380415802894e-43,2.315239335742106e-40,6.914530708604305e-39,3.2171752832155236e-39,2.4466671187111306e-42,9.117633657076052e-38,4.5993132331182413e-38
